index,label,LogReg_score,LogReg_pred,RoBERTa_score,RoBERTa_pred,AvgICTF,AvgIDF,Clarity,MaxIDF,MaxSCQ,NQC,SClarity,SMV,WIG,nSigma,query,answer,conv_id,turn_id,retrieval_titles,query_length
295,0,0.482400724020998,0.0,0.0522121973335742,1.0,11.667933156617002,7.182871155522165,2.266101215177517,15.25132453142729,75.0745592285557,0.0848762344378599,9.722023007561688,0.9689572901970216,1.1949980354309082,0.2967945861729075,How many medals did australia win in the 2000 olympics?,"['16', '25', '17', '58']",-760711577307303110,1,[],10
303,0,0.4932018683542906,0.0,0.2276572436094284,1.0,13.176838362572507,8.748568470136243,1.2346988076350651,16.167615263301446,63.19116494583567,0.0619396437082541,11.230928213517196,0.5266642760570507,1.0985419845581057,0.2012775114606029,When did labrador become a part of newfoundland?,['1809'],-670550696659282068,1,[],8
329,1,0.502960132690921,1.0,-0.012905977666378,0.0,9.729765652731556,5.391890277496607,2.511391489706849,10.95267950569246,79.78078694267451,0.1185514082286647,7.938006183503498,1.6293706113140252,1.5837739562988282,0.4512995971793606,Who played jill abbott on the young and the restless?,"['Brenda Dickson', 'Bond Gideon', 'Deborah Adair', 'Melinda O. Fee', 'Jess Walton', 'Judith Chapman']",2085573478428775736,1,[],10
361,0,0.483681033296079,0.0,0.1148758307099342,1.0,11.577912716492389,7.242419867612036,1.367457727139145,15.4744680827415,73.97351660632768,0.0632895230316325,9.63200256743707,0.5430810827477075,1.1224301528930665,0.2456467840773069,How many seats in rajya sabha in assam?,"['7', 'seven', '6']",-8474313952727589492,1,[],8
419,0,0.4779639442860842,0.0,0.0462214201688766,1.0,12.765087962841884,8.34495100452196,1.263934949034541,13.8650301703074,81.99316441138859,0.0588875710326789,11.155650050407784,0.3053400316381714,0.8979020118713379,0.1953650530539467,Who plays ronald reagan in lee daniels the butler?,"['Alan Rickman', 'Alan Sidney Patrick Rickman']",444810743336809192,1,[],9
475,1,0.5039979709484423,1.0,-0.0082370219752192,0.0,9.507389027278863,5.062726247334022,1.7329941388913828,7.445605437263883,78.7474884830647,0.0830737571815417,7.715629558050808,0.7442250935336483,1.2151700019836422,0.305005142074205,Ryan eggold character on young and the restless?,['Barista'],-6197499056925804157,1,[],8
479,0,0.4807688663521368,0.0,0.0804963335394859,1.0,8.549620486548145,4.590850925706056,1.851820641504627,13.171882989747456,81.92282596913512,0.1000071571718529,6.596531973360395,1.4611776270565593,1.7880780410766608,0.3489481369125121,How many seats does the audi r8 have?,"['2', '2-seater']",787540760287695569,1,[],8
488,0,0.4934159237163228,0.0,0.0958923250436782,1.0,11.241785376419486,6.915497587086866,1.4245311506133034,12.612267201812031,82.33214018321185,0.0787574668644058,9.45002590719143,0.6453351755665363,1.202212123870849,0.2840191841158217,Who is the singer of main tera boyfriend?,"['J Star', 'Meet Bros, Arijit Singh, and Neha Kakkar', 'Meet Bros', 'Arijit Singh', 'Neha Kakkar', 'Kriti Sanon and Sushant Singh Rajput']",1763501929942667006,1,[],8
518,0,0.4680834774644636,0.0,0.07802464812994,1.0,11.476664052229616,6.993531988610193,1.54254608416659,16.167615263301446,77.89838250636747,0.0633062699972779,9.279439474893394,1.4733226616753103,1.9151081848144549,0.4046016781526287,Who plays max on one day at a time netflix?,"['Arthur Edward Quinn', 'Ed Quinn']",3407411027049284023,1,[],10
546,1,0.5023688505997352,1.0,-0.0045546293258666,0.0,9.578402180587451,5.218660127484006,1.8341096205555047,10.112002896369711,82.60070358036134,0.1006739318767406,7.786642711359396,1.3187149877394342,1.6126906776428225,0.4060041544952825,Who plays michael on new will and grace?,"['Cheyenne Jackson', 'Cheyenne David Jackson', 'Christopher Jay Potter', 'Christopher Jay ""Chris"" Potter', 'Chris Potter']",7496793371054724086,1,[],8
565,0,0.4614074339641718,0.0,0.0404284074902534,1.0,7.87826284809552,4.554776844639239,3.2047847406491226,12.612267201812031,81.80563979793956,0.0989838958954191,6.318681691835644,3.1136329611673625,2.4696692466735857,0.5093814027137363,How many trillion miles in a light year?,"['5.88 trillion', '5.88', '5.8 trillion', '5.88 trillion miles']",-2941118173420204009,1,[],8
583,1,0.5208654867909547,1.0,-0.0786037892103195,0.0,9.573954240569169,5.143017903301274,1.6053192946071368,7.80264128486272,81.28605178437076,0.0799393033753787,8.187659879449276,0.5011951714756617,1.0119484329223627,0.2502986145276432,Who is the minister of health in malawi?,"['Hon. Peter Kumpalume MP', 'Jean Kalilani', 'Ralph Jooma', 'Bingo wa Mutharika', 'Felton Mulli', 'Gloria Mwale']",9091381647734902001,1,[],8
673,0,0.4857105079950836,0.0,0.0206509828567504,1.0,10.31708522272871,5.9180826193540685,1.8673211445542628,16.86076244386139,79.18230310989775,0.1133763097670372,8.237643681048874,2.3901318550415427,2.2648942184448244,0.5153350425846538,How many original harry potter books are there?,['7'],2822580858869730017,1,[],8
705,1,0.5084203769724276,1.0,-0.0761445686221122,0.0,7.641860484989458,3.3204845522006425,1.267592553078794,5.22948521610183,67.78144432324066,0.0744339801956532,5.850101015761403,0.492856827165333,0.9953921890258798,0.2482077827056731,Who starred in the 1988 christmas movie scrooged?,"['Bill Murray', 'John Forsythe', 'Michael J. Pollard', 'Karen Allen', 'Carol Kane', 'Alfre Woodard', 'Bobcat Goldthwait', 'Robert Mitchum']",687669261928806097,1,[],8
737,0,0.4902180826021228,0.0,0.0355762466788291,1.0,10.606384134374649,6.166275788223079,2.3712299183734764,10.834896470036076,80.97323392322947,0.1295979562341734,8.660473985319333,1.8603634955666708,1.7541548538207996,0.4546504757095976,Who did idris elba play in the wire?,"['Stringer Bell', 'Russell ""Stringer"" Bell', 'Stringer']",-3419838662822521227,1,[],8
784,0,0.4953845241436918,0.0,0.0279580745846033,1.0,10.651867795426142,6.188716516063657,1.9155161257400188,16.86076244386139,77.49437928544415,0.0668175440200735,8.705957646370827,0.8347022136649774,1.2312383842468255,0.2889121343358525,Who was the governor of new york during 9/11?,['George Pataki'],-5622224577598099271,1,[],9
787,1,0.5034963133001054,1.0,-0.0525495037436485,0.0,10.268093847897498,5.845228377708295,2.3799358537145787,15.4744680827415,73.97351660632768,0.1205630163900364,8.476334378669442,1.439682807615538,1.4924341773986816,0.4535074117547644,When did they start filming guardians of the galaxy?,"['July 6, 2013', 'around July 6, 2013', 'February 11, 2016', 'February 17, 2016', 'February 17']",8363490501399084298,1,[],9
826,1,0.5241258011680732,1.0,-0.0689623802900314,0.0,10.302225611892547,5.941837206438138,3.0407502013815177,11.388491770189916,77.90459121781527,0.1767145555133193,8.74151520285114,6.448780054753111,3.667037887573242,0.8464816106654592,When is the day as long as the night?,"['around 20 March', 'around 23 September', 'equinox', '23 September', '20 March', 'northward equinox', 'vernal equinox', 'March equinox', 'spring equinox', 'autumnal equinox', 'September equinox', 'Southward equinox', 'March 20', 'between September 21 and 24']",5876321266833815192,1,[],9
908,0,0.496507660556006,0.0,0.0683802515268325,1.0,9.760521307753192,5.482420133309442,1.1961977575802856,15.4744680827415,78.41229527762442,0.062248380619091,7.814611158697881,0.3623044515459037,0.9294241142272948,0.1814848983313897,Who plays tom riddle in harry potter chamber of secrets?,"['Christian Peter Coulson', 'Christian Coulson']",-1562606920471895787,1,[],10
911,1,0.5071137658496823,1.0,-0.0723745003342628,0.0,9.939937373336736,5.523285570127989,1.4135720168328705,14.027549099805176,71.48326949204541,0.0477925247187677,8.330499460902637,0.1987526082339169,0.6501439285278326,0.1576200368901099,Who has won the world snooker championship the most times?,"['Davis', 'Joe Davis', 'England', 'Reanne Evans', 'Evans']",-7354340449454584301,1,[],10
938,1,0.5239742024314378,1.0,-0.0860836952924728,0.0,7.928051839751951,3.5327645224994866,1.409106762153921,6.546258553178775,75.56689271025412,0.0480965559039512,6.318613927317851,0.2320034139579762,0.7281860733032233,0.1702951166203747,Who brought sam winchester back from the cage?,"['Death', 'Dean', 'Dean Winchester', 'Jensen Ackles']",-1239547682958881138,1,[],8
961,1,0.5147634466016854,1.0,-0.0598662719130516,0.0,11.091483047582802,6.663560757176763,1.6387218364304286,12.612267201812031,76.58909302449788,0.0998435622330741,9.75930400737268,1.2163723512176252,1.6366245651245124,0.3899314605186444,Who plays myrcella in game of thrones season 5?,"['Nell Tiger Free', 'Nell Pickford Free']",-9062804469830522710,1,[],9
983,0,0.4583377621954773,0.0,0.0464908108115196,1.0,11.153835590190994,6.770708079177696,2.4632585962120324,12.76641788163929,81.80563979793956,0.1663420211589961,8.956611012854772,4.39528351776441,2.838478031158447,0.605205441548874,Who plays jimmy's mother in boardwalk empire?,"['Gretchen Mol', 'Mol']",-5888712875430135752,1,[],7
1072,0,0.4642660755826596,0.0,0.0420775525271892,1.0,10.921576762746634,7.240720843912418,2.8228572802154925,15.4744680827415,75.26241740710117,0.1288466325106657,9.428443871723257,2.913007950322894,2.3523099899292,0.5689178763546432,Who wrote the song mary did you know?,"['Mark Lowry', 'Mark Alan Lowry', 'Buddy Greene']",-5333576035638611676,1,[],8
1076,1,0.5117919103887187,1.0,-0.0148933921009302,0.0,7.205791698573262,3.540670958596909,2.634577648628745,7.794754442775129,79.6081134528612,0.1310722450730647,5.712658807549883,2.66284235385516,1.980849971771241,0.5439405966193122,St. peter’s basilica the head of the catholic religion is located in?,"['Vatican City', 'Rome', 'roma', 'See of Rome', 'Holy See']",-8118461154559033646,1,[],12
1090,1,0.5063517325563713,1.0,-0.1059165149927139,0.0,10.437125701534056,6.0364523069223806,2.230230737036829,10.931173300471496,80.53006449117771,0.1392585167422904,9.050831340414168,2.1885726246522155,2.136093711853027,0.5230407040389179,Where is the screen actors guild awards being held?,"['Los Angeles, California', 'Shrine Auditorium in Los Angeles', 'Los Angeles', 'the Shrine Auditorium']",3048229950048664515,1,[],9
1104,1,0.5254526090998205,1.0,-0.0434834845364093,0.0,8.762773629262634,4.326391267005256,1.2372803098501428,6.713074597485443,76.25751133302275,0.0599430164029374,7.153335716828533,0.2659067529696676,0.7341841125488273,0.1823138615717643,Who is buried in santa croce in florence?,"['Michelangelo', 'Galileo', 'Machiavelli', 'Foscolo', 'Gentile', 'Rossini']",8487108135056844837,1,[],8
1113,1,0.5261480519251797,1.0,-0.0492367707192897,0.0,10.041734239562029,5.611674018439736,1.6643492203628227,11.863550170097277,74.95533352766556,0.1204647806063089,8.655439878442136,1.0846387069198122,1.644567680358887,0.3682116760302102,Who did jeff bridges play in iron man?,"['Obadiah Stane', 'Iron Monge']",-4573737623326010858,1,[],8
1140,1,0.509643194391486,1.0,-0.0515280477702617,0.0,9.392643128272269,4.947214714062935,1.6560743050593818,8.039472638725279,81.06990688989556,0.1028116133740922,7.783205215838167,1.0377084271421264,1.436642227172851,0.3221348207105413,Who's henry's father in once upon a time?,"['Baelfire', 'Neal Cassidy', 'Michae Raymond-James', 'Killian Jones', 'Hook', ""Colin O'Donoghue""]",-7722492525558122181,1,[],8
1161,0,0.4646192711094314,0.0,0.0448971726000309,1.0,10.831774307901194,6.494063078258323,2.133985035851909,10.147806243184322,83.10881554085209,0.0665576370301288,8.885864158845878,0.9374094721631804,1.5286261367797846,0.3423100699956072,Who sang youll never walk alone in carousel?,"['Nettie Fowler', 'Christine Johnson', 'Julie Jordan', 'Jan Clayton', 'Claramae Turner', 'Shirley Jones', 'Julie and those attending the graduation']",-8117261689094145451,1,[],8
1266,0,0.4976682479088752,0.0,0.0366125628352165,1.0,10.498506094198172,6.068328537028784,1.31388545927232,16.86076244386139,72.84859120271831,0.0297145939135901,8.552595945142858,0.189260825663085,0.6822101211547843,0.145013725658062,How many times has green bay beat the bears?,"['17', '12', '13', '99', '10', '1']",1982529338056264296,1,[],9
1298,1,0.5169144996280277,1.0,-0.0189100690186023,0.0,11.14970807914087,6.703783088428115,1.215197533781582,16.86076244386139,62.34807679290847,0.0512618759595109,9.58899767009946,0.1866369832697357,0.5810385227203371,0.1527403774668537,The type of thunderstorm that has the most damaging winds and precipitation is a?,"['Supercell storms', 'Supercells', 'Supercell', 'rotating thunderstorms']",-3092589274711811887,1,[],14
1303,0,0.4783140113540142,0.0,0.2058533430099487,1.0,14.249656074958756,9.742715357028828,1.317806362973392,16.167615263301446,67.48368826925886,0.0567698416467426,12.303745925903442,0.4468687577434015,1.0064139938354493,0.2228274762988426,When did the apple tv 4k come out?,"['September 12, 2017', 'September 22, 2017']",2221044921312683785,1,[],8
1366,0,0.4840896411206358,0.0,0.1317784488201141,1.0,8.469378260968107,4.553282466994958,1.729463616572868,8.370940449241285,81.99316441138859,0.0473484399607235,6.516289747780355,0.6989857946101005,1.3797778701782215,0.2786845677284825,Who wrote the first five books of moses?,"['unnamed author', 'Moses', 'JEDP', 'Ezra']",-1528483370616468286,1,[],8
1415,1,0.5012557522388991,1.0,-0.1353405714035034,0.0,10.903380065050271,6.4773637468133565,2.9165586883103343,15.4744680827415,79.57132626539502,0.1905487820269677,9.111620595822217,3.967330649099076,2.441100234985351,0.8270853666991971,What is the statue in piccadilly circus called?,"['Anteros', 'statue of Anteros', 'Shaftesbury Memorial Fountain', 'Eros', 'Statue of Anteros']",2810825654363491960,1,[],8
1428,0,0.453546050953363,0.0,0.1391365230083465,1.0,11.48335181766907,7.248853472883884,3.218996244589517,14.375855794073392,80.99010909110397,0.1438886692030195,9.28612724033285,2.9498162779440515,2.2086639595031743,0.4763496031878632,When did the first black player play in the nfl?,['1920'],4186378395945661990,1,[],10
1435,0,0.4823261727690885,0.0,0.1735510528087616,1.0,12.731671077939168,8.328495216947207,1.429247629449116,14.663537866525171,80.80461445208826,0.0619191613774546,10.785760928883857,0.5597839638810964,0.9902580070495602,0.22558690401244,When did ragtime flourished in the united states?,"['1895 and 1919', 'start of the 20th century', 'early 1970s', '1970s']",-4995398567532229571,1,[],8
1482,0,0.4476061976381544,0.0,0.0129355434328317,1.0,11.734733580511518,7.327528598955182,1.8902541745564367,15.25132453142729,68.88416631011181,0.0690981831241214,9.655292038831684,0.9423166672816268,1.3349759483337396,0.2926860973313508,What season of greys anatomy was the plane crash?,"['season 8', 'season 11', '8', '11']",-8056895208806271453,1,[],9
1512,0,0.4870405866467617,0.0,0.0655225813388824,1.0,10.21623340183936,5.82447937030437,2.2807954787635625,12.612267201812031,82.06293571352074,0.1156234335215296,8.136791860159525,1.619999189252361,1.7174459457397466,0.424263962547998,Who wrote love and war by tamar braxton?,"['Tamar Braxton, LaShawn Daniels, Makeba Riddick, Darhyl Camper, Jr.', 'Tamar Estine Braxton', 'Tamar Braxton']",-1262251090218463284,1,[],8
1521,1,0.5163291458451774,1.0,-0.0641189068555831,0.0,10.258012064996455,5.821172550969894,1.3599623388751532,8.780215478036894,82.69625945321032,0.0826028298875227,8.871717703876566,0.4150554961092119,0.8465966987609863,0.227776067692924,Largest state of south india according to areas?,['Karnataka'],-8776854521284412496,1,[],8
1529,0,0.4918205699884534,0.0,0.0325574800372123,1.0,9.415376925356703,5.072154996740439,1.35565211283813,8.225075358397365,82.83726860062569,0.0516430094191294,7.46946677630139,0.3637893746996339,0.8432399368286135,0.2132455669819521,Who produced sign of the times by harry styles?,"['Bhasker, Salibian, and Johnson', 'Tyler Johnson', 'Alex Salibian', 'Jeff Bhasker']",-5913610857825803040,1,[],9
1534,0,0.4362259213078801,0.0,0.0383614301681518,1.0,12.766452300997251,8.99540447603052,2.14564084863785,15.762150155193282,78.42805495097525,0.1106191237240627,11.273319409973872,1.8018720647753448,1.804843959808349,0.4745882511155518,How many episodes are in wolfblood season 1?,['13'],5989920481500438256,1,[],8
1585,0,0.4849751557181094,0.0,0.0263707973062992,1.0,12.092081840351632,7.6433878633768195,2.884003575581148,16.167615263301446,81.80563979793956,0.1747198070574956,10.012640298671796,3.2381835751224823,1.89675401687622,0.6467012623430374,When does callie come in grey's anatomy?,"['February 26, 2006', '""What Have I Done to Deserve This?"" (2.19)', 'September 21, 2006', '""Time Has Come Today"" (3.01)']",4148236532030857220,1,[],7
1590,0,0.489993528759398,0.0,0.0543074309825897,1.0,6.466938407176545,3.3086528478321804,2.5979640459205515,10.273212429036596,79.6766616860644,0.1149875237808158,5.07700258642275,3.929244015911741,2.95405797958374,0.5722211122686565,When was the first hand held camera invented?,"['1890s', '1960']",-6993551899351013463,1,[],8
1608,0,0.4993646167930189,0.0,0.0747941136360168,1.0,8.370442199857067,3.951167330573573,1.7647597011753746,6.20317373142832,72.91529350493457,0.0690804525282379,6.173217622520845,1.0606786734731122,1.5109918975830072,0.3105242888279451,When do you buy a rosca de reyes?,"['Día de Reyes', 'to celebrate Epiphany', ""Kings' Day"", 'January 6', 'Epiphany']",1427536842098262705,1,[],8
1657,0,0.4738245051455902,0.0,0.0341296195983886,1.0,9.841032843477045,6.013382859336707,2.9269744166264027,12.612267201812031,79.0964017783983,0.1373717191046404,8.021521494507185,6.137698647953933,3.626399993896483,0.7834346589189128,How many episodes are there in season 2 of the shannara chronicles?,"['10', '8', '6']",-8180011246386869658,1,[],12
1660,0,0.4895849303831543,0.0,0.0606557838618755,1.0,9.420053915629437,5.027149999546317,1.5996695644429473,15.069002974633335,79.52040177843405,0.0577109219675164,7.222829338293215,0.7356981119731438,1.2566520118713382,0.2712375549169295,When did cars become more common than horses?,"['1910s', 'early nineteen hundreds']",-4989961697723305696,1,[],8
1710,1,0.5093317809595194,1.0,-0.0316498205065727,0.0,6.797295887115946,3.2925866495032325,3.296654252230803,5.341318271904047,67.34610449444224,0.1319968346179279,5.509745557168667,1.7134296361330792,1.5519961357116694,0.4627944516917147,When did the brisbane broncos last won a premiership?,"['2000', '2019', '1 October 2006', '2006 NRL season', 'Sunday, 1 October', '2006']",-1118314332714070461,1,[],9
1724,0,0.4928822057810057,0.0,0.1268061697483062,1.0,12.327874087490487,7.908656092341939,1.5999714482070355,16.86076244386139,83.01581296456729,0.0435950841872581,10.536114618262433,0.5820262168485624,1.2820981979370112,0.2543021424405234,Who is the most subscribed vlogger on youtube?,"['PewDiePie', 'Pewdiepie', 'Felix Arvis Ulf Kjellberg']",-1522357055781060265,1,[],8
1763,0,0.4548482557295962,0.0,0.0847100615501403,1.0,9.897045893892344,5.908232024893378,2.452546865166831,14.781320902181555,81.99316441138859,0.0940053853806273,7.824719310197702,1.8719901880713143,1.929398078918456,0.4125299094469409,How many mlb players are in the hall of fame?,"['235', '333']",-3187212609087063102,1,[],10
1797,0,0.4903028880931895,0.0,0.0345372967422008,1.0,8.730577790513028,5.153345601435872,2.699110275710718,8.01743599361912,79.85169185434444,0.0964884905446207,7.443027460565748,1.6283098721739315,1.7690542602539063,0.4253508188900508,What is the most played song ever on spotify?,"['Shape of You', '""Shape of You""', '7 Rings', 'All I Want for Christmas is You']",-5144857012337911560,1,[],9
1804,0,0.4751066239844656,0.0,0.1870923489332199,1.0,10.83614682249256,6.408918986944543,1.86916377295807,16.86076244386139,74.89368272504964,0.094210614059237,8.438251549694188,2.782529373557424,2.6648820304870617,0.4458162156216892,Where is the cardiac center located in the brain?,['medulla oblongata'],-5467687260615031996,1,[],9
1866,0,0.4961321102853654,0.0,0.0655723363161087,1.0,11.659437631542032,7.212230685338532,1.986447735425168,12.516957022007707,81.25793039997644,0.0960468611822675,9.867678162313975,0.8029778500971022,1.0808919334411615,0.3168157686450246,When did the king size bed come out?,"['mid-1950s', '1950s and 60s', '1950s and 1960s', 'mid 1940s', 'mid-1940s']",1242985061682002762,1,[],8
1903,0,0.4952938385790705,0.0,0.2690501809120178,1.0,9.789258270663243,5.353468830049172,1.506721501494943,15.762150155193282,81.72366533503995,0.0585082242292775,7.224308913201708,1.1352303958325978,1.7539459609985335,0.2751036648044512,Where does the metabolic activity in a cell occur?,"['within the cytoplasm', 'Cytosol', 'Cytoplasm', 'cytoplasm', 'Mitochondria', 'Chloroplast']",305726888559328341,1,[],9
1906,1,0.5167733123359168,1.0,-0.1100808754563331,0.0,5.341430857286818,1.9820147502869223,1.4701074345487166,3.665016643164555,52.56412761928591,0.0557381439055435,4.3017100864469,0.1986137517846224,0.653071403503418,0.1575649674676379,Who founded jamestown in what is now virginia?,"['Captain John Smith', 'John Smith', 'The Virginia Company of London', 'London Company', 'Virginia Company of London', 'English settlement', 'Edward Maria Wingfield', 'Virginia Company of london', 'the Virginia Company of London']",312846587286296712,1,[],8
1994,0,0.4947339183732848,0.0,0.1502921730279922,1.0,12.72062046634246,8.293299915959137,1.2942289058923488,15.4744680827415,70.48630639830569,0.0747804230145846,10.928860997114402,0.5963601680190281,1.147530059814454,0.2328402042796788,Who is 30 seconds to mars touring with?,"['Walk the Moon, K.Flay, MisterWives, Joywave, and Welshly Arms']",8818770764433839341,1,[],8
