index,label,LogReg_score,LogReg_pred,BERT_score,BERT_pred,AvgICTF,AvgIDF,Clarity,MaxIDF,MaxSCQ,NQC,SClarity,SMV,WIG,nSigma,query,answer,conv_id,turn_id,retrieval_titles,query_length
663,1,0.5003808531731946,1.0,-0.1001281216740608,0.0,7.628223919788588,3.2309476068050365,1.9126598703171416,4.518263848980928,60.66675470566873,0.1066086762879352,5.430999342452368,2.2613477981277423,2.0500038719177245,0.4755363075652312,Who tried to evaluate attitude through the social distance?,"['Emory S. Bogardus', 'Robert E. Park', 'Davison']",-9150237805953541495,1,[],9
673,0,0.439406786436827,0.0,0.0249344389885664,1.0,9.431434600037823,5.058923606756575,1.8907082664731345,8.370940449241285,81.99316441138859,0.0909286265879689,7.128849507043777,1.5051650284190392,1.8348900794982903,0.3541615719342231,How many original harry potter books are there?,['7'],2822580858869730017,1,[],8
680,0,0.4119224450145486,0.0,0.0580249950289726,1.0,12.766452300997251,8.99540447603052,2.14564084863785,15.762150155193282,78.42805495097525,0.1106191237240627,11.273319409973872,1.8018720647753448,1.804843959808349,0.4745882511155518,When does bendy and the ink machine come out on nintendo switch?,"['November 20, 2018']",1056984469521122887,1,[],12
682,1,0.5023160743950517,1.0,-0.045129906386137,0.0,6.773263492867644,3.419600366167993,1.3301215381226648,5.371883800049716,68.19147948928936,0.0783528235250648,5.7335427220277255,0.4330885402645845,0.8596992492675785,0.2326715872922025,What states have access to the ogallala aquifer?,"['(South Dakota, Nebraska, Wyoming, Colorado, Kansas, Oklahoma, New Mexico, and Texas', 'Nebraska', 'Texas', 'Wyoming', 'Colorado', 'New Mexico', 'South Dakota', 'Oklahoma', 'Kansas']",-875456847857795224,1,[],8
692,1,0.5121624055231984,1.0,-0.0401775427162647,0.0,10.066358106786574,5.724091933963535,1.4009358459857535,10.597364181269768,81.24953329143223,0.0517198748490656,8.680063745666683,0.1796290847203044,0.5929822158813478,0.1498453722676748,Where did the pilgrims originally plan to land in north america?,"['Northern Virginia', 'Hudson River', 'Virginia', 'New England']",4755016291477720863,1,[],11
710,1,0.539878803996782,1.0,-0.0367832034826278,0.0,8.092842791109016,3.756976484122526,1.240638597264825,5.001371979502318,65.28099987393244,0.0474451421041918,6.483404878674915,0.1577309469684435,0.5782860469818115,0.1404149862765917,When did the drinking age change to 21 in illinois?,"['1961', '1980']",6172178879323556094,1,[],10
714,1,0.507517643584368,1.0,-0.0435137562453746,0.0,8.973415485843551,4.559171398148997,1.7170279792489531,5.921691153263125,72.47496472020215,0.0957455880945166,7.181656016615496,1.0999465497355356,1.497012233734131,0.349594455482275,Latin for dont let the bastards wear you down?,['Illegitimi non carborundum'],1402897854812890060,1,[],9
727,1,0.5011007291463431,1.0,-0.038073856383562,0.0,9.70787356278798,5.283885099649267,3.163316193096154,10.525708192363332,80.51097934145635,0.1256628428935745,7.761963413732666,2.5496871044675955,2.0172219657897945,0.6035238312808718,When was the last time uc made the sweet 16?,"['2012', '1997']",-3348419416493937888,1,[],10
733,1,0.5039751537662922,1.0,-0.0749583765864372,0.0,10.74439913733461,6.240942002274996,2.476035681354527,15.4744680827415,73.13417800848238,0.1506975015368073,8.952639668106553,2.494616563335028,2.075855159759522,0.5264785068246722,Who plays the devil in tenacious d tribute?,"['Dave Grohl', 'David Eric Grohl']",6385308901094079734,1,[],8
741,1,0.5247627971036126,1.0,-0.204267606139183,0.0,10.336334991346067,5.890523087782542,1.2117544421171649,15.25132453142729,53.4683272375889,0.0369645934845768,8.950040630226177,0.0643550612055804,0.3787429904937748,0.0896904824978523,When did new zealand first win the america's cup?,"[""1995 America's Cup"", '6–13 May 1995', '13 May 1995']",1336654996567078159,1,[],9
751,1,0.5261007809224904,1.0,-0.0762814134359359,0.0,11.510947127111752,7.05807426983269,2.9211116990240376,13.33440191924523,81.08200007857315,0.2168663575746761,9.901509214677652,4.920969121749101,2.420825271606445,0.7908999463070453,Who presents the people's postcode lottery advert?,"['Matt Johnson', 'Jeff Brazier', 'Judie McCourt', 'Danyl Johnson']",-3923847051190568954,1,[],7
763,0,0.4948278447529956,0.0,0.0108458632603287,1.0,8.727982540365332,4.968069339007017,2.6614820529527696,15.069002974633335,72.2663669059,0.1395098650013058,7.060059555460777,3.2726747895165222,2.095065975189209,0.572072966457647,Who plays the voice of mavis in hotel transylvania?,"['Selena Gomez', 'Bren McAuley', 'Sadie Sandler', 'Bryn McAuley']",-345213512189237874,1,[],9
787,1,0.5830761032031787,1.0,-0.0768897533416748,0.0,7.071402840351229,2.595326340771147,1.2858725408492189,4.316476221580289,58.73877376316093,0.0607233568080729,5.510692431309821,0.3405227775009897,0.927392559051514,0.2063137106147425,When did they start filming guardians of the galaxy?,"['July 6, 2013', 'around July 6, 2013', 'February 11, 2016', 'February 17, 2016', 'February 17']",8363490501399084298,1,[],9
793,1,0.5323095567493765,1.0,-0.0145349241793155,0.0,9.885416791861076,5.542265161942213,1.3906118022415457,14.558177350867346,57.63482982632395,0.0611599405569231,8.275978879426978,0.2634214070125902,0.7622182941436774,0.1814598464580354,If the supreme court declares a law unconstitutional they are exercising what principle?,"['power of judicial review', 'judicial review', 'inferred constitutional authority for judicial review', 'authority for judicial review', 'Judicial Review']",-278114550605426368,1,[],13
820,1,0.5404738963504071,1.0,-0.160529688000679,0.0,7.651681314115796,3.2409810475423497,1.3084305327848849,4.315449966465844,59.7235968419763,0.0751718140177902,6.042243401681697,0.3798318285172503,0.9196320247650148,0.2178967153599527,When did the golden age of athens end?,['404 BC'],1038086538972248988,1,[],8
831,1,0.5232724002745206,1.0,-0.0115682780742645,0.0,8.844969963111623,4.4039025284722015,1.523661780106238,8.079974975522463,79.73198157148536,0.0881992906856079,7.053210493883569,0.6695752597794202,1.0053521347045895,0.2893041781109072,Who wrote the lyrics to the greatest showman?,"['Benj Pasek', 'Justin Paul', 'Pasek and Paul', 'Benj Pasek and Justin Paul']",-9032410245268061158,1,[],8
835,1,0.5374677190226675,1.0,-0.0824991837143898,0.0,9.030642624657403,4.60363179937239,1.2515074744509402,7.200429841726967,78.13667268703485,0.0772156282244103,7.644348263537514,0.3656970910039183,0.8520251941680909,0.2138039671649939,Who sings it always feels like somebody's watching me?,"['Rockwell', 'Kennedy William Gordy', 'TRU', 'The Real Untouchables']",-7436749524080055501,1,[],9
914,1,0.5037285479911862,1.0,-0.061785202473402,0.0,10.87789724797383,6.433351351907791,1.4874380033088657,16.86076244386139,75.69497658676543,0.0704016445692294,9.268459335539731,0.4879088270861229,0.925119380950928,0.2469587078557169,Where is the tv show the ranch located?,"['sound stage', 'Burbank, California', 'Garrison, Colorado', 'Iron River Ranch', 'Ouray and San Miguel Counties', 'Ouray, Colorado', 'Norwood']",765055097611749335,1,[],8
937,1,0.5218970384231689,1.0,-0.0851821601390838,0.0,7.728533882638647,3.384044494292638,1.5000532366984398,5.842428426218406,70.98971762642608,0.0784858885143483,5.936774413410593,0.7285411052545914,1.2118579673767087,0.3017741509089602,Who wrote just you and me by chicago?,['James Pankow'],-4663273257900379607,1,[],8
951,1,0.5207588305006057,1.0,-0.0278397500514984,0.0,10.098716253100678,5.743659074515426,1.601128358622496,14.558177350867346,60.975334530040506,0.0637258893107215,8.489278340666576,0.4317432341656694,1.0434380531311027,0.2323099314939175,Who plays avery in when we first met?,"['Alexandra Daddario', 'Alexandra Anna Daddario', 'Daddario']",-4692702779373258184,1,[],8
1022,1,0.5211557701188057,1.0,-0.2015234231948852,0.0,9.54306003709928,5.073785536007337,2.354749460665392,5.806038527484613,70.90080864060177,0.1166877070586911,8.15676567597939,0.8573546966771491,0.9937100028991692,0.3273672816343191,Who plays abigail father in the good witch?,"['Hindle', 'Art Hindle']",8334144164642076039,1,[],8
1040,1,0.5321661747395031,1.0,-0.0422600917518138,0.0,10.616870346779193,6.237783565954394,1.8630960255648887,13.916323464694951,68.54260613330837,0.0926442403202785,9.284691306569073,1.6730973891798473,1.9981420898437487,0.4311608863392781,What is the name of the airport in antigua?,"['V. C. Bird International Airport', 'TAPA', 'ANU']",-3213284714543612704,1,[],9
1058,1,0.5096392980698707,1.0,-0.066688947379589,0.0,8.719360740785648,4.264667895839543,1.4239577776862995,6.123692082324107,72.83243219023569,0.0556616340048456,6.927601271557592,0.3504479105243521,0.913264045715332,0.209298802709294,Who moved my cheese what does the maze represent?,"[""one's environment""]",-5678504910946883889,1,[],9
1092,0,0.4916389662154292,0.0,0.0292268227785825,1.0,10.152642466918495,5.795873492838578,1.870400671577181,11.476267381072304,81.81741705085982,0.0797451190241893,8.360882997690439,1.1192047580125746,1.5177160072326663,0.3740328792386731,Who plays sonny in love's long journey?,['Richard Lee Jackson'],6835513796917796338,1,[],7
1095,0,0.4786174492338174,0.0,0.1801969408988952,1.0,13.43792406045083,8.922419914302155,2.2319829710816643,15.762150155193282,78.40910181420062,0.1194110875490933,11.646164591222774,2.327623106177958,2.296228866577148,0.5085516587086593,Who won the men's french open title?,"['Rafael Nadal', 'Novak Djokovic', 'Stan Wawrinka', 'Ryan Harrison', 'Michael Venus', 'Marc López', 'Feliciano López', 'Ivan Dodig', 'Marcelo Melo']",-6082358069944180451,1,[],7
1134,1,0.5244391800005376,1.0,-0.1390991061925888,0.0,8.849888142697022,4.424638708301899,1.23416133987432,8.191191572024271,82.22908962030903,0.0492859596772377,7.463593781577133,0.143032100305579,0.5346021938323977,0.1260652830461613,Who defeated marathas in 3rd battle of panipat?,"['Ahmad Khān Abdālī', 'Ahmad Shah Abdali', 'Sadozai Kingdom', 'Durrani Empire', 'Afghan Empire', 'Ahmad Shāh Durrānī', 'Ahmad Shah Durrani']",-246080975674757731,1,[],8
1146,1,0.5401191626507634,1.0,-0.1135574057698249,0.0,7.739177249601331,3.362283818290728,1.1406818519054955,4.766465290467465,63.2379653529379,0.0523791086545738,6.129739337167231,0.1736473580793084,0.6147801399230955,0.1473292902308076,When did justice league come out in canada?,"['November 17, 2017', 'November 17, 2001', 'July 31, 2004', 'February 23, 2010', 'January 21, 2014']",-2446725042893569343,1,[],8
1171,1,0.5031276337393603,1.0,-0.1231586560606956,0.0,10.109559635169337,5.709735154542175,1.5934717190808203,15.762150155193282,70.29152597319107,0.0617141669194894,8.500121722735235,0.6344108595669344,1.2060103988647466,0.281604967012066,When did the aztecs settle in lake texcoco?,['1325'],7125729859079003444,1,[],8
1211,1,0.5188616251224706,1.0,-0.0460739061236381,0.0,8.064328491926764,3.713665187022961,1.4551639656405135,5.919899912128343,73.3228094126969,0.0648284353414504,6.272569022698709,0.4633166387910153,0.9428362274169928,0.2406544822954205,Who won the shc all-ireland final in 2016?,"['Tipperary', 'Na Piarsaigh']",2625992259242206658,1,[],8
1216,1,0.5286952620095191,1.0,-0.0513732321560382,0.0,7.641860484989458,3.3204845522006425,1.267592553078794,5.22948521610183,67.78144432324066,0.0744339801956532,5.850101015761403,0.492856827165333,0.9953921890258798,0.2482077827056731,What came out first arkham city or arkham asylum?,['Arkham Asylum'],8679419293872803745,1,[],9
1224,1,0.5046917209938213,1.0,-0.1275908052921295,0.0,8.266143333976487,3.842522848153843,1.7606972388102262,6.750748645834491,76.40014315307008,0.1022669494809104,6.474383864748432,1.318539125363813,1.724152507781982,0.3827588630752341,Which participating state held the osce chairmanship 2009?,['Greece'],-3158659545950867830,1,[],8
1227,0,0.479033242802255,0.0,0.0398915223777294,1.0,8.956180545807177,5.294494854077158,1.932092323912005,12.948739438433243,71.09553591714865,0.0643817319105862,7.463047654783796,1.0331868783949332,1.348052425384522,0.3593721744923591,Who plays rocket's voice in guardians of the galaxy?,"['Bradley Cooper', 'Trevor Devall', 'Nolan North']",-8867264869660631865,1,[],9
