dialogue_id,turn_id,query,response,response_type
-1617571755505770769,1,Actor who plays hal munson on as the world turns?,Benjamin Hendrickson,directAnswer
-5968852733411945019,1,Who was second governor of reserve bank of india?,James Braid Taylor | Sir James Braid Taylor,directAnswer
9118807424034544000,1,Who figured out the circumference of the earth?,Eratosthenes of Cyrene | Eratosthenes,directAnswer
6915912596627348551,1,Who said the unexamined life isn't worth living?,Socrates,directAnswer
1332897475571730747,1,What book of the bible is the ten commandments in?,Exodus | Deuteronomy,clarification
-4283713808554560002,1,How many episodes of on my block are there?,20,directAnswer
1109919554091311092,1,Who is the minister of agriculture in south africa?,"Senzeni Zokwana | Tina Joemat-Peterson | Lulama ""Lulu"" Marytheresa Xingwana | Lulu | Lulama Xingwana",clarification
8505647719348789352,1,Who was the presiding officer at the constitutional convention?,George Washington,directAnswer
-8086186598590428328,1,What day is the new star wars movie?,"December 15, 2017 | December 18, 2015 | May 19, 2005",clarification
2217144977440365678,1,When did the lg g6 phone come out?,"February 26, 2017 | June 19, 2017",clarification
3141501970999254639,1,Who sang lead on new edition candy girl?,"Ralph Tresvant, Bobby Brown, Ricky Bell",directAnswer
6267368935580291991,1,Who sings in what's love got to do with it movie?,Anna Mae Bullock | Tina Turner | Laurence Fishburne,clarification
2375410666129136218,1,Who is lin's father in legend of korra?,Kanto,directAnswer
-1120514028652364195,1,What kind of grapes are in moscato wine?,muscat,directAnswer
369553729358573631,1,Who did tim allen play in toy story?,Buzz Lightyear,directAnswer
-3521200059945079578,1,When was the last time the jets won a superbowl?,"1968 New York Jets season | 1968 | January 12, 1969",clarification
-228017844504433803,1,Who does the voice of cortana in halo?,Natascha McElhone | McElhone | Taylor | Jen Taylor | Calene-Black | Shelley Calene-Black,clarification
-6567021105969776914,1,Who qualified in group h 2018 world cup?,"Poland, Senegal, Colombia, and Japan",directAnswer
3191215928530494096,1,Who wrote song you are always on my mind?,"Wayne Carson | Wayne Carson Thompson | Johnny Christopher | Mark James | Wayne Carson, Johnny Christopher, Mark James",directAnswer
-2071940157427414850,1,Who played obi wan kenobi in star wars episode 3?,Ewan McGregor | James Arnold Taylor,clarification
-3800524559144424177,1,Who sends the four horsemen of the apocalypse?,The Lamb of God | Jesus,directAnswer
-6839117089970381436,1,What are the names of the three hobbit movies?,"An Unexpected Journey, The Desolation of Smaug, and The Battle of the Five Armies | The Fellowhip of the Ring, The Two Towers, and The Return of the King",clarification
-4490620988150231901,1,Where do historians believe the black death originated?,"ground rodents, including marmots | Europe",clarification
1022217780810569079,1,Is capital one a bank or credit union?,bank,directAnswer
-862554052027960093,1,Who said tune in turn on drop out?,Timothy Leary | Timothy Francis Leary,directAnswer
-3516190339598522976,1,How many stars does the flag of honduras have?,five,directAnswer
-7748524737773999409,1,How do they test for drugs at the olympics?,urine testing | Blood test,clarification
3388798511401254812,1,Where does the short happy life of francis macomber take place?,Africa,directAnswer
1459126538041943679,1,Who is the secretary of state in arkansas?,Mark Martin | Mark Russell Martin | Charlie Daniels | Sharon Mary Priest | Sharon Priest,clarification
-8834069158837396685,1,Who wrote the music for shrek the musical?,Tesori | Jeanine Tesori | Lindsay-Abaire | David Lindsay-Abaire,clarification
-1757904552409029500,1,What was the fourth expansion pack for sims 2?,Pets,directAnswer
1004431282200370974,1,Who plays kelly in ash vs. evil dead?,Dana Rose DeLorenzo | Dana DeLorenzo,directAnswer
8184930622224282678,1,Who wrote the song you will be my music?,Joe Raposo | Raposo | Joseph Guilherme Raposo,directAnswer
8631327196287980755,1,Who plays joe's voice in family guy?,Patrick Warburton,directAnswer
-2593355371932719161,1,What is the name of the crab in the movie moana?,Tamatoa,directAnswer
2837484115382116119,1,What size is a california king size mattress?,83.5 inches | 212 centimeters | 72 inches | 183 centimeters,clarification
7199599312216372048,1,When was mission santa clara de asis rebuilt?,1929,directAnswer
-8850169184954446631,1,What is the largest province in sri lanka?,North Central | Western,clarification
-3897740693502172696,1,Who won the celebrity all star game 2018 nba?,Team LeBron,directAnswer
-3471432714621884410,1,Who wrote the climb sung by miley cyrus?,Jon Mabe | Jessi Alexander and Jon Mabe | Jessi Alexander,directAnswer
6373189865465953269,1,Who plays the man in the yellow hat on curious george?,Jeff Bennett | Will Ferrell,clarification
8092598956660291215,1,Which delta is the largest delta in the world?,Sundarbans Delta | Ganges Delta | known as the blue lake | Delta of Ganges | Green Delta | Bengal Delta,directAnswer
62966941368680868,1,Who wrote the song come a little bit closer?,"Tommy Boyce, Bobby Hart, Wes Farrell",directAnswer
5133876537670324411,1,Actress who played amy pond in doctor who?,Karen Gillan | Caitlin Blackwood,clarification
8932763630388059887,1,Who sings you make me feel like dancing?,"Gerard Hugh Sayer | Leo Sayer | Sayer | Clydie King | Louis | Clydie King, Becky Louis, Sherlie Matthews | Becky Louis | Sherlie Matthews | King | Clydie Mae King | Matthews | Brown Sugar | Donald Andrew ""Donnie"" McClurkin, Jr. | Carmen Carter & Donnie McClurkin | McClurkin | Hathaway | Anne Hathaway | Anne Jacqueline Hathaway | The Wiggles | Anthony Field, Phillip Wilcher, Murray Cook, Sam Moran, and Jeff Fatt",clarification
8923681797804610584,1,What's the legal age to drink in russia?,none | 16,clarification
-2938945366077744797,1,How old do you have to be to get a tattoo in indiana?,18 | none specified,clarification
3527566788119942912,1,What kind of shark is in the movie meg?,megalodon,directAnswer
618489770509518870,1,Who plays the hacker in the emoji movie?,Anna Faris | Anna Kay Faris,directAnswer
-652117253746563674,1,What is the name of the princess in frozen?,Elsa | Anna,clarification
-2633917229646894638,1,When did california become a state of the united states?,"1848 | September 9, 1850",clarification
-5955439966878959532,1,The only true city that exhibited an urban lifestyle in kentucky in the late 1800s was?,"Louisville | Louisville, Kentucky",directAnswer
-586025167603300600,1,Who owns the bank of america building in san francisco?,"Vornado Realty Trust, The Trump Organization",directAnswer
4647818796298534404,1,How old is scarlett at the beginning of gone with the wind?,sixteen,directAnswer
-7869146853815250428,1,Who sings bet on it in high school musical?,Efron | Zac Efron | Zachary David Alexander Efron,clarification
7125146488385376967,1,How many league titles does manchester united have?,20,directAnswer
-6760592683069308709,1,Who was crowned emperor of the west in 800 ce?,Charlemagne | Charles the Great | Charles I,directAnswer
-2701905006672196275,1,When did ariana grandes new album come out?,"September 27, 2017 | December 23, 2019 | May 25, 2015 | May 20, 2016 | August 25, 2014 | September 3, 2013",clarification
-4268291779673036451,1,When did the edwardian era start and end?,1901 | 22 January 1901 | 1910 | 2 January 1901 | January 1901,clarification
6635381132510830269,1,Who was the dog in marley and me?,22 different dogs | Clyde,clarification
6906756762659846441,1,Who does sam end up with in sixteen candles?,Jake | Jake Ryan | Ryan,directAnswer
41813383673449160,1,Where is mass wasting most likely to occur?,terrestrial slopes | submarine slopes | When the gravitational force acting on a slope exceeds its resisting force,clarification
5736313144411923989,1,When did english merchants form the east india company?,31 December 1600,directAnswer
2437211415582489495,1,Who wrote the music for conan the barbarian?,Thomas Kloss | Basil Konstantine Poledouris | Basil Poledouris,clarification
4121961896432917626,1,Who is the lead singer of all american rejects married to?,Elena Marié Satine | Elena Satine,directAnswer
3624155410679767933,1,Who won the afl grand final in 2000?,Essendon | Essendon Football Club,directAnswer
5277039265479571506,1,What type of book is the fault in our stars?,"young adult | Young adult novel | Realistic fiction | fiction | ""sick-lit"" | ""sick-lit"" young adult genre | ""sick-lit"" young adult",clarification
-3139712300447252950,1,When did the old age pension start in australia?,1900 | 1 January 1909,clarification
-2433903014343400592,1,What was the name of the plant from little shop of horrors?,Audrey Jr. | Audrey II,clarification
8509594427725708011,1,When did the democratic republic of the congo gain independence?,30 June 1960,directAnswer
637466759495656530,1,What is the brightest star seen from earth?,Sirius | The Sun,clarification
4388511442090327281,1,When did the right to information act come in to force?,12 October 2005 | 12-October-2005,directAnswer
4017581325391763586,1,He percentage of red blood cells in a sample of human blood is normally about?,45% | 45,directAnswer
-970242290152935238,1,What did the sea dogs have that led to their defeat of the spanish armada?,"smaller, faster, and more manœuvrable | a huge storm | huge storm",clarification
-3051966899537699923,1,Who won the bafta award for best director in 2008?,Daniel Francis Boyle | Danny Boyle | Boyle,directAnswer
9031064052174526065,1,When was the forbidden city opened to the public?,when it was transformed into the Palace Museum | 1925,clarification
5024251034005721621,1,What seven countries make up the subcontinent of south asia?,"Bangladesh, Bhutan, India, the Maldives, Nepal, Pakistan and Sri Lanka",directAnswer
-2931155045227159791,1,Who picks chief justice of the supreme court?,The President with Senate advice and consent,directAnswer
5872845962420620183,1,When was the first king size bed made?,mid-1940s | 1950s,clarification
3366606900654441491,1,Who plays mary's husband on little house?,Linwood Boomer,directAnswer
3475414091580580387,1,What is the cost of an airbus a380?,€9.5 billion ($10.7 billion) | €18 billion | US$445.6 million | €25 billion,clarification
8704046441982292961,1,When did rolls royce start making jet engines?,1940 | 1914,clarification
5297174100764498711,1,When did i can't get no satisfaction come out?,6 June 1965 | 20 August 1965,clarification
2461403814842235149,1,Who plays the ancient one in doctor strange 2016?,Tilda Swinton | Swinton | Katherine Matilda Swinton,directAnswer
8874155628093512783,1,How many episodes of total bellas season 2?,8,directAnswer
-3987085921377590111,1,Who scored hattrick in fifa world cup final?,Ademir and Geoff Hurst | Carli Lloyd,clarification
-5252654481641015122,1,What does mahoney teach hightower to do in the movie 'policy academy'?,prepare for a critical driving test | driving skills,directAnswer
4935647557411468240,1,Two player japanese board game similar to chess?,Shogi,directAnswer
6655612156292942474,1,Highest paid hollywood actor for a single movie?,"Bruce Willis, Tom Cruise, and Will Smith | Robert Downey Jr. | Robert John Downey Jr. | Downey",clarification
380411544211116045,1,What possible outcome(s) can result from intense competition between two species?,"alteration of populations, communities, and the evolution of interacting species.",directAnswer
-1632922854823814808,1,When did the first lord of the rings movie come out?,"November 15, 1978",directAnswer
-554190377840485201,1,What type of stone is stonehenge made of?,bluestone and sarsen sandstone,directAnswer
-1418263699326033825,1,List of top 10 largest countries in africa?,"Algeria, Democratic Republic of the Congo, Sudan, Libya, Chad, Niger, Angola, Mali, South Africa, Ethiopia | Nigeria, Ethiopia, Egypt, Democratic Republic of the Congo, South Africa, Tanzania, Kenya, Algeria, Sudan, Morocco",clarification
-3646009549730386860,1,Who sings the only fools and horses theme?,John Sullivan | Chas & Dave,clarification
-3326481077280280719,1,Where does the saying all quiet on the western front come from?,Im Westen nichts Neues | All Quiet on the Western Front | A. W. Wheen | Arthur Wesley Wheen,clarification
-568636936416150712,1,When is the next batman telltale coming out?,"August 8, 2017 | December 13, 2016 | November 22, 2016 | October 25, 2016 | October 18, 2016 | October 8, 2016 | September 27, 2016 | September 20, 2016",clarification
7769061837730635466,1,Who played ryan's brother in the oc?,Trey Atwood | Bradley Stryker | Logan Marshall-Green,clarification
5163503063546066409,1,Who played mike cutter on law and order?,Linus Roache,directAnswer
2948006481997108356,1,What is the population of rochester new york?,"210,565 | 219,773 | 231,636 | 207,778",clarification
797823664220494096,1,Who sings rainy night in georgia with conway twitty?,Sam Moore,directAnswer
8396894601969104271,1,When did china become a member of the united nations?,24 October 1945 | 1971,clarification
2422605926552012591,1,Who cut down the trees in the lorax?,The Once-ler | Ed Helms,clarification
4813380737845046147,1,When does jessica fletcher moved to new york?,"Season 8, episode 1 | September 15, 1991 | When she gets job teaching college criminology",clarification
1686977533775896988,1,Record for cycling from lands end to john o'groats?,"Andy Wilkinson | 41 hours, 4 minutes and 22 seconds",clarification
-4346356527042289819,1,Who is running for attorney general in florida 2018?,"Ashley Moody, Frank White | Sean Shaw, Ryan Torrens | Ashley Moody, Sean Shaw",clarification
6378807296590501467,1,When did university of georgia start playing football?,1892 | 1896 | 1921 | 1933,clarification
7550329590348463483,1,Where was the movie charlie st. cloud filmed?,"Gibsons, British Columbia | 'Beachcombers' restaurant | 'Beachcombers' | Seycove Secondary School | a Deep Cove school | North Vancouver, B. C.",clarification
1696585547939608356,1,Who do the eagles play in the nfc championship game?,St. Louis Rams | Tampa Bay Buccaneers | Carolina Panthers | Atlanta Falcons | Arizona Cardinals | Minnesota vikings,clarification
8363516192822112952,1,Where does the cumberland river begin and end?,"Martin's Fork | the Appalachian Mountains | a source in the Appalachian Mountains | Clover Fork | Poor Fork | three separate forks that begin in Kentucky | Ohio River at Smithland | the Ohio River near Paducah, Kentucky, and the mouth of the Tennessee River | The Ohio River",clarification
5478464760366680266,1,Who played trapper john in the movie mash?,Elliott Gould,directAnswer
-8299256126645328547,1,What are the measurements of a full mattress?,53.5 × 74.5 | 136 × 189 | 53.5 × 79.5 | 136 × 202,clarification
-8464915571535251869,1,Who sang the original version of earth angel?,The Penguins,directAnswer
-8763258719371316497,1,When did colour tv start in the uk?,"1961 | July 1, 1967 | December 2, 1967 | 1976",clarification
-8904648380591290777,1,Who played rudy's friend bud on the cosby show?,Deon Richmond,directAnswer
-728768458666744436,1,What is a fanny pack called in britain?,bum bag,directAnswer
2995876440875242696,1,Nursery rhyme the cow jumped over the moon?,"""The Cat and the Fiddle"" | ""The Cow Jumped Over the Moon"" | ""Hi Diddle Diddle"" | Hey Diddle Diddle",directAnswer
-1251861966227806623,1,When did the packers play at camp randall?,"1986 | August 23, 1999",clarification
-5430273720359931869,1,In which countries is the great rift valley located?,"Djibouti, Eritrea, Ethiopia, Sudan, Uganda, Kenya, and Tanzania.",directAnswer
3695029494455379112,1,Who has the most passing touchdowns in the nfl?,Drew Brees | Tom Brady | Peyton Manning,clarification
-8006692048920844364,1,When do new episodes of berserk come out?,"June 23, 2017 | June 16, 2017 | June 9, 2017 | March 31, 1998 | March 24, 1998 | March 17, 1998",clarification
6954936211200105249,1,When did gst came into force in india?,"July 1, 2017",directAnswer
-4481052241158868613,1,Who appoints the member of state human rights commission in india?,"President of India | Prime Minister, Home minister, Leaders of the Opposition, Speaker of the Lok Sabha, and Deputy Chairman of the Rajya Sabha",clarification
-6634850103100431616,1,Who played the dresser in beauty and the beast?,Jo Anne Worley | Audra McDonald,clarification
-927048542854377552,1,What do we call the moment when the sperm and ovum join?,fertilization,directAnswer
203297497300361195,1,Who is the leader of the senate 2018?,Mitch McConnell | Chuck Schumer | Mike Pence,clarification
-3661606786861813940,1,Full house michelle's first day of kindergarten?,"1 | ""Double Trouble"" | September 17, 1991",clarification
-4143857525450521403,1,Who played oscar in the odd couple tv show?,Jack Klugman | Matthew Perry | Desmond Wilson,clarification
-8404586620134690138,1,Who sings in the movie walk the line?,"Joaquin Phoenix | Reese Witherspoon | Tyler Hilton | Waylon Payne, Johnathan Rice, Shooter Jennings",clarification
3146777178148103274,1,Who sang these boots are made for walkin?,Nancy Sinatra | Nancy Sandra Sinatra,directAnswer
115077217083176926,1,Who has won the most tennis matches in history?,Jimmy Connors | James Scott Connors | Serena Williams | Serena Jameka Williams,clarification
8973682585519362105,1,Who played the baby in superman the movie?,Lee Quigley,directAnswer
6047412176533222353,1,Original singer of rock me mama like a wagon wheel?,Bob Dylan | Dylan | Ketch Secor | Secor,clarification
-9145444956854203798,1,When is the next telltale walking dead coming out?,"April 24, 2012 | December 17, 2013 | December 20, 2016 | August 14, 2018 | February 23, 2016",clarification
-6756588901320178787,1,Who sang on the road again canned heat?,Alan Wilson,directAnswer
1122093401567504279,1,When was the first satellite sent into space?,1957 | 4 October 1957,directAnswer
2073074609229633831,1,Who won the vyas samman award in 2017?,Mamta Kalia,directAnswer
-5606483767330508671,1,Where are the stomata usually found on a leaf?,in the epidermis of leaves,directAnswer
-2272541011654488615,1,Who wrote help me make it through the night lyrics?,Kris Kristofferson,directAnswer
5209515645518416566,1,Who holds the most triple doubles in nba history?,the Big O | Oscar Robertson | Oscar Palmer Robertson | Russell Westbrook | Russell Westbrook III,clarification
-7767434984453717074,1,When did my sister's keeper come out?,"June 26, 2009 | April 6, 2004",clarification
3284639783860060066,1,Where did glenn miller perform his final concert?,Milton Ernest Hall | Royal Air Force Kings Cliffe | Kings Cliffe | RAF Kings Cliffe,clarification
-4308074884061672266,1,My sassy girl korean drama number of episodes?,32,directAnswer
4974147851677899891,1,Who wants to be a millionaire american winner?,John Carpenter | Nancy Christy | Sam Murray | Kevin Smith,clarification
-932371469263280005,1,Who defines economics as the science of wealth?,Adam Smith,directAnswer
5784342317088859362,1,What are the final electron acceptors for the electron transport chains in light reactions?,NADP | NADPH,clarification
-5578465777857048645,1,When was o canada proclaimed the national anthem?,"July 1, 1980",directAnswer
4670287927517272250,1,Who was the first person to win a million on who wants to be a millionaire?,"John Carpenter | Judith Keppel | Judith Cynthia Aline Keppel | Chimuanya Aroma Ufodike | Rob ""Coach"" Fulton",clarification
4394564786039551261,1,Who wrote the lyrics for new york new york?,David Ryan Adams | Adams | Ryan Adams | Ebb | Fred Ebb | Adolph Green | Comden | Betty Comden | Betty Comden and Adolph Green | Green,clarification
5682950440236868221,1,What are the infinity stones in marvel comics?,"Mind, Power, Reality, Soul, Space, and Time Gems",directAnswer
4641553220402437726,1,Who sings it must be love on the brain?,Rihanna | Little Mix,clarification
-5724957780921801472,1,Who won mvp at the all star game 2018?,LeBron James | Alex Bregman | Brock Boeser | Josef Martínez,clarification
-5996210673527091732,1,Who is known as the wall of india in cricket?,Rahul Sharad Dravid | Rahul Dravid | Dravid | Anshuman Gaekwad | Anshuman Dattajirao Gaekwad | Gaekwad,clarification
4823183553732390526,1,Who plays ali brother in pretty little liars?,Bagley | Parker Bagley | Van Acker | Drew Van Acker,clarification
-52876016653618605,1,Dogri language is spoken in which state of india?,"Jammu and Kashmir, Himachal Pradesh, Punjab",directAnswer [SEP] directAnswer
-7913382513546697336,1,Who plays 'the beast' in disney's live action movie beauty and the beast?, Adam Mitchell |  Dan Stevens,clarification
-3208944849716715606,1,How many episodes are in the mist season 1?,10,directAnswer
1658357540970432708,1,Who originally sang counting flowers on the wall?,The Statler Brothers,directAnswer
-6217974543811358526,1,Who played stefano on days of our lives?,Joseph Mascolo | Frank Fata | Davide Shiavone | Stephen Nichols,clarification
492252655024560173,1,Who made the first periodic table of elements?,Dmitri Mendeleev | Alexandre-Émile Béguyer de Chancourtois,clarification
-5581375458577113243,1,Who played wonder woman's mother on the tv series?,Carolyn Jones | Cloris Leachman,clarification
1637515241316099858,1,Who voiced robin in batman the animated series?,Loren Lester,directAnswer
-3537532053383034652,1,What is the name of the five pillars?,"profession of faith | Shahada | Salat | Prayer | Almsgiving | Zakat | Fasting | Sawm | Pilgrimage | Hajj | Tawhid, Adl, Nubuwwah, Imamah, and Mi'ad",clarification
-2213251210295764680,1,Who plays bailey on suite life on deck?,Debby Ryan,directAnswer
7376381286915541708,1,The last episode of have and have nots?,"""Checkmate"" | ""When The Chickens Come Home"" | ""Promises Kept"" | ""The Veronica Show"" | ""Out of Time"" | ""Show Not Tell"" | ""Bananas Foster""",clarification
8114659481467544272,1,Who was the union general who burned a path of destruction through georgia?,General Sherman | William Tecumseh Sherman,directAnswer
7992170711337834995,1,What year did assassins creed black flag come out?,2013 | 2019,clarification
2311982577891843851,1,What states border lake ontario to the south?,New York,directAnswer
-3255331908536048481,1,Where is the cosmopolitan located on the strip?,south of the Bellagio | West | 3708 South Las Vegas Boulevard,clarification
6276482112902957109,1,The meadowlands was once which kind of municipal facility?,A city landfill,directAnswer
-3492262109875250492,1,Who plays the hormone monster in big mouth?,Nick Kroll | Maya Rudolph | John Gemberling | Bobby Cannavale | Fred Armisen | Jon Wengert,clarification
-925775284284035443,1,Who contributed mainly for the establishment of the university at pondicherry?,the Government of India | Government of India | India,directAnswer
3813385908531273720,1,How many episodes of inuyasha are there total?,167 | 26 | 193,clarification
6920948055273145126,1,Where did the song santa claus is coming to town come from?, Eddie Cantor's radio show |  J. Fred Coots and Haven Gillespie,clarification
6537143104580856755,1,List of songs from sonu ki titu ki sweety?,Dil Chori | Subah Subah | Chhote Chhote Peg | Bom Diggy Diggy | Kaun Nachdi | Lakk Mera Hit | Tera Yaar Hoon Main | Sweety Slowly Slowly,clarification
4830900147895398824,1,How tall is the hollywood tower of terror?,199 ft | 61m | 130 ft | 40 m | 13-story | 48 m | 157 ft | 130 feet | 124 feet | 38 m,clarification
8723544795981752146,1,When did the human genome project start and finish?,"1990 | April 14, 2003",clarification
724530900234537693,1,When did the washington redskins last win the super bowl?,"Super Bowl XXVI | 1992 Super Bowl | January 26, 1992",clarification
4419645678340736053,1,Who played dumbledore in the harry potter movies?,Richard Harris | Harris | Richard John Harris | Gambon | Sir Michael John Gambon | Michael Gambon,clarification
469539246049376780,1,Parfait tic who does fuuko end up with?,Daiya Shinpo,directAnswer
-1416392984804670341,1,When did the song american pie come out?,"November 1971 | November 1991 | March, 2000",clarification
5560549200308095313,1,Where is tunisia football team ranked in the world?,27 | 78,clarification
-902297629425929896,1,Who voiced beast in new beauty and the beast?,Terrence Vaughan Mann | Terrence Mann | Daniel Jonathan Stevens | Dan Stevens,clarification
-7785048784558843022,1,Who sang i left my heart in sanfrancisco?,Claramae Turner | Tony Bennett,clarification
-2969814010229912942,1,Who is the actress that does the trivago advert?,Miller | Gabrielle Miller | Strae | Natalie Emmons | Emmons | Dahlia Shazwan | Shazwan,clarification
5338386416975298022,1,Who wrote the music for annie get your gun?,Irving Berlin,directAnswer
-7066694553500887612,1,How many times did vinny win sports jeopardy?,15,directAnswer
9037508307964370135,1,Who played the sister in love and basketball?,Regina Lee Hall | Hall | Regina Hall | Naykia Harris,clarification
-3904324028477250548,1,When did kb toys go out of business?,"February 9, 2009",directAnswer
3615441250489838444,1,Who died in the fast and furious cast?,Paul Walker,directAnswer
