csv_row_index,conv_id,turn_id,query,answer,BERT_confidence,LogReg_score,num_retrieval,unique_titles,diversity,has_answer_in_topk,score_std,score_range,retrieval_titles,retrieval_texts_preview,WIG,NQC,SMV,Clarity,nSigma,AvgIDF,MaxIDF,AvgICTF,MaxSCQ,SClarity
61,653187911436300573,1,Who did jackie end up with in that 70s show?,Fez,0.43505516150721346,0.5167536574791277,10,5,0.5,False,1.0256470254099168,3.374481201171875,"""Jackie Burkhart"" | ""That '70s Show (season 8)"" | ""Jackie Burkhart"" | ""Jackie Jormp-Jomp"" | ""Jackie Burkhart""","""resort, citing how she has already dated both Kel | ""final episode, although his role was brief and un | ""(true to form, the breakup doesn't stick and they",3.263427276611324,0.028648596843041,4.800123274151579,1.2760470185183672,0.7746066158179565,2.943004894142748,4.976776997507176,6.457480568774429,64.91122665543683,5.16993023882715
72,-7381646131380235286,1,Highest runs in t20 international in an innings?,"Aaron Finch, Aaron James Finch, Afghanistan national cricket team, Afganistan, 75, Kasun Rajitha",0.5062332868006536,0.4645667401370929,10,9,0.9,False,0.8220728885622621,2.6922149658203125,"""Run rate"" | ""Limited overs cricket"" | ""Twenty20 International"" | ""Netherlands at the Cricket World Cup"" | ""Twenty20 International""","""Run rate In cricket, the run rate (RR), or runs p | ""The best bowling figures are eight for 15 by Rahu | ""game, and was not intended to be played internati",1.970732116699213,0.0184299977572756,1.9130624230543625,1.0825564260403802,0.3992766817482127,5.058923606756575,8.370940449241285,9.431434600037823,81.99316441138859,7.128849507043777
76,6945133188536552979,1,Where did the idea of representative government first develop?,"Roman Republic, Þingvellir in Iceland",0.4454978264547077,0.5113619274603896,10,6,0.6,False,1.3697158303794648,4.435646057128906,"""Representative assembly"" | ""History of Parliamentarism"" | ""Representative democracy"" | ""Representative assembly"" | ""Representative democracy""","""Representative assembly A representative assembly | ""History of Parliamentarism The first parliaments  | ""and which had an elected or nominated leader. Rep",2.158976593017574,0.0229837451498845,2.868938324639312,1.179891300832698,0.535624712334981,4.667870450885172,6.750748645834491,9.101732768117172,76.40014315307008,7.309973298889114
81,-3857234084948639677,1,How many chests of tea were dumped in the boston harbor?,342,0.41666904825203954,0.5368511268702529,10,5,0.5,False,1.6893889556368362,4.89215087890625,"""Boston Tea Party"" | ""Samuel Adams"" | ""Boston Tea Party"" | ""Boston Tea Party"" | ""Boston Tea Party""","""because the meeting was not yet over. While Samue | ""announced, """"This meeting can do nothing further  | ""hammered a nail in the coffin of the old British ",2.059067993164061,0.0190647953270646,2.114712003936735,1.322205640820605,0.5141390867188487,4.127708290999541,7.223130242550937,8.601427628772736,77.91435427342176,6.991989716338637
82,7635505435111543791,1,Who sang the song coat of many colors?,"Dolly Parton, Dolly Rebecca Parton",0.4836490512627657,0.5558551517806352,10,5,0.5,False,3.071469955106968,9.580223083496094,"""E (verification language)"" | ""Coat of Many Colors (song)"" | ""Coat of Many Colors"" | ""Coat of Many Colors (song)"" | ""Cory Lidle""","""code before and after an already implemented meth | ""only poor, only if they choose to be<br>Now I kno | ""Coat of Many Colors Coat of Many Colors is the ni",1.587389221191412,0.0134959952598407,1.050196937060356,1.217140471525884,0.3623183919324886,5.6861877733035975,15.25132453142729,10.132477774264729,64.50662927698376,8.571767365223321
100,9220093176613453367,1,What geographical feature of the ocean floor is between the shoreline and the continental slope?,"continental shelf, Continental Shelf",0.44451279302871194,0.5126786483978052,10,9,0.9,False,1.006119925677086,3.1586761474609375,"""Julien Clerc"" | ""How High the Moon"" | ""Effects of global warming on oceans"" | ""University of Louisville School of Law"" | ""Continental crust""","""the agency on various benevolent projects for ref | ""tune """"Bean At Met"""" is also based on the changes | ""continents, especially North America are much mor",1.996755218505865,0.017729603141859,1.8803450835640247,1.3097066098377157,0.4848124745151502,5.763931306115111,11.804516638513084,10.119626714524802,82.6638516756891,8.5101888020907
112,-1456414872448575976,1,Who has the legal authority to bind the us government on a us government contract?,Contracting Officers,0.4543200273843398,0.5039995546704406,10,7,0.7,False,0.4677764949749681,1.47369384765625,"""Duress in American law"" | Contract | ""Contract Clause"" | Contract | Contract","""person may also raise a duress defense when force | ""West are traceable from the industrial revolution | ""desire to engage in commerce and to live in peace",1.216597747802732,0.0132732028129223,0.7821155816291633,1.3067671276323876,0.312673068401558,4.2947323064273055,6.830245843196723,8.600110591231097,78.41229527762442,6.654200442175783
115,-6819392223921670505,1,Who sang i don't want to live without your love?,"Bill Champlin, Chicago",0.46326967899050714,0.5019406738084253,10,9,0.9,False,1.2530109960596278,3.6763076782226562,"""Ryoma Echizen"" | ""Without You (Badfinger song)"" | ""I Don't Wanna Live Without Your Love"" | ""NFL on DuMont"" | ""I Don't Want to Go On Without You""","""""""slowly breaking out of his shell."""" Jian DeLeon | ""Beverly Hills, California, """"Without You"""" was re | ""I Don't Wanna Live Without Your Love """"I Don't Wa",2.0914138793945365,0.0199971757601127,2.4343808468493866,1.3386480415168716,0.5897191640154279,4.431781305918181,8.370940449241285,8.07595705818775,81.99316441138859,6.582824167164371
118,-8163860826799817667,1,Who won the battle of blackburn's ford?,"P.G.T. Beauregard, Confederates, James Longstreet, CSA, Confederacy, C.S., Confederate States of America, The Confederate Army of the Potomac, Confederate Army of the Potomac, Army of the Potomac, P. G. T. Beauregard, Pierre Gustave Toutant-Beauregard, Brig. Gen. P. G. T. Beauregard, G. T. Beauregard",0.49048268558261904,0.5557104916882408,10,9,0.9,False,1.4003600714596218,3.841644287109375,"""Amanda Lepore"" | ""Benjamin of Tudela"" | ""Harald Hardrada"" | ""Battle of the Hornburg"" | ""Richard Francis Burton""","""the background. A second version displays no crac | ""מטודלה), is named after him—as is a street in the | ""English line, Eystein was suddenly killed, which ",2.3589968872070246,0.025212973210175,3.692160894656415,1.3457178400371652,0.7262586015872636,5.283885099649267,10.525708192363332,9.70787356278798,80.51097934145635,7.761963413732666
122,-3760955442126384935,1,Bambi love and hip hop atlanta real name?,Adizia Benson,0.4161489615131223,0.5201036063900847,10,9,0.9,False,0.4695080973512181,1.6541976928710938,"""David Reynolds (screenwriter)"" | ""Protestant Reformers"" | ""Atlanta hip hop"" | ""William Cureton"" | ""Love & Hip Hop: Atlanta""","""June 7, 2015, Reynolds and """"New Groove"""" directo | ""century). Some of those whose doctrines influence | ""led to the development of the Dirty South style o",2.367009124755864,0.0220006883423316,3.182227898930869,1.3632396335298902,0.5946266708271547,3.926272299800939,4.950477969944013,8.40160739628913,64.96345835734044,6.455697247233818
126,7456424009407144339,1,Who is considered the home team for super bowl 52?,"New England Patriots, The Patriots, Patriots",0.48227796197616596,0.5137731696021028,10,9,0.9,False,0.9785163882927977,3.2526016235351562,"Vindelici | ""Nevil Schoenmakers"" | ""Terry Hawkridge"" | ""2018 NFL season"" | ""1961–62 Illinois Fighting Illini men's basketball team""","""book of """"Odes"""", describing the eagle's first fl | ""and still wins championship awards. It is this cr | ""37 league matches, scoring 6 times, and being an ",1.5221122741699242,0.0141972254400275,1.106877464306372,1.1750775650403706,0.2917951684508491,6.191062880148413,14.08817372162161,10.509919056880223,70.82020649293023,8.900481144446127
143,9208802889973064064,1,How many grammy awards does whitney houston have?,"6, 2, 8",0.4692491953191524,0.5630285125163881,10,6,0.6,False,0.8026477188579442,2.5389633178710938,"""Winter Olympic Games"" | ""Whitney Houston"" | ""Whitney Houston"" | ""Whitney Houston"" | ""Grammy Awards and nominations for Whitney Houston""","""event at the 1948 Games in Switzerland. It includ | ""the """"Billboard"""" 200 chart and remained there fo | ""When you wish and pray for something as a kid, yo",2.8756306457519507,0.0236114538860535,3.3796526331621863,1.3436144840503388,0.6499665984843169,5.709735154542175,15.762150155193282,10.109559635169337,70.29152597319107,8.500121722735235
150,-557210502550334910,1,How many islands are included in the federated states of micronesia?,"around 607, 607",0.5271352329482627,0.4979446572811597,10,8,0.8,False,1.7299987935098162,5.7069244384765625,"""Flag of the United States"" | Micronesia | ""Geography of the Federated States of Micronesia"" | ""Politics of the Federated States of Micronesia"" | ""Federated States of Micronesia""","""flag is draped over the deceased's casket as a pa | ""with the overall region. The Micronesia region en | ""Geography of the Federated States of Micronesia G",1.7885780334472714,0.0170798616090285,1.512154695996287,1.2613359450132493,0.4347635414791997,7.153197696856218,15.762150155193282,10.818659773335431,76.43448135334452,9.325526882312053
151,-5564120845047915486,1,Where do you find a simple gear train?,"gearboxes, gearbox, bike, bicycle, cycle, Automobile drivetrains, transmission, differential",0.48528850147202757,0.5522762901055696,10,6,0.6,False,0.8082273325716748,2.40435791015625,"""Gear train"" | ""Gear train"" | ""Manual transmission"" | ""Transmission (mechanics)"" | ""Manual transmission""","""a gear to reach a specific speed or RPM for passi | ""also known as its mechanical advantage In a seque | ""clutch is designed for the task, rather than aski",2.025696716308593,0.0219159125728648,2.578715632292535,1.1967115979306269,0.5352793281489722,4.697378162460366,9.219678194686477,9.01891493187388,83.72827740314108,7.409477019439779
152,7986410680084895333,1,When did india conduct the nuclear test at pokhran?,"18 May 1974, 11 may 1998, 13 may 1998, 11 and 13 May 1998",0.4887194379398169,0.5459938194081961,10,6,0.6,False,2.424012355835519,7.1664886474609375,"""Tom Evans (baseball)"" | Syphilis | Pokhran-II | Pokhran | Pokhran","""suspension for violating Major League Baseball's  | ""Tuskegee syphilis experiment. Syphilis Syphilis i | ""effect of international sanctions on Indian econo",1.3411863708496128,0.0118811668091611,0.768883010008716,1.3212292897650817,0.3100167354371204,3.419600366167993,5.371883800049716,6.773263492867644,68.19147948928936,5.7335427220277255
173,2042418183316564639,1,When did breaking dawn part 2 come out?,"November 16, 2012, November 14, 2012, November 13, 2012, November 27, 2012",0.4851113990867284,0.5271578479798027,10,10,1.0,False,0.9952137072713734,2.8859405517578125,"""Blade II"" | ""The Twilight Saga: Breaking Dawn – Part 2"" | ""Jack Egerton"" | ""Paddington 2"" | ""Dragon Age II""","""Blade II Blade II (also known as Blade II: Bloodh | ""The Twilight Saga: Breaking Dawn – Part 2 The Twi | ""the son of a boilermaker, received his knighthood",3.233813781738288,0.0292808501392591,4.598937137681198,1.082770898719059,0.6465950775676029,4.819252048075014,13.395026541061664,9.25247821978291,63.77640191702113,7.306568070727594
176,-1098070799313384511,1,When did iced coffee become popular in the us?,1920,0.4913613499247067,0.512812343770129,10,8,0.8,False,1.7805714222498643,6.4905548095703125,"""Iced coffee"" | Espresso | Coffee | ""Iced coffee"" | ""Iced coffee""","""without ice. Iced coffee is also regularly availa | ""detailed discussion of the spread of espresso is  | ""prepared by adding steamed hot milk (microfoam) t",2.1783784484863333,0.0240972256839524,3.5281113040348218,1.3635504754917889,0.5663368178706845,9.235351079989869,15.4744680827415,13.660538394452717,82.30666799921224,12.051100482018612
179,-8308194152547313994,1,Where does implantation of the fertilized ovum usually occur?,"uterine lining, fundus",0.4818508619898302,0.555011267984038,10,7,0.7,False,1.694052813496909,6.219261169433594,"""Juliana Cannarozzo"" | ""Implantation (human embryo)"" | ""Implantation (human embryo)"" | ""Of One Blood (album)"" | ""Implantation (human embryo)""","""4th and 12th at her events. At the Eastern Sectio | ""Implantation (human embryo) In humans, implantati | ""blastocyst can still be eliminated by being flush",4.450982360839846,0.0464127020857684,11.89789280222191,1.3449301390944366,1.2195231036260603,5.4989571253810565,9.336201217576033,9.883472045427329,82.80294950157558,8.091712576199273
186,-3254745754392014990,1,Who made the song when i see you again?,"Charlie Puth, Wiz Khalifa, Atlantic, Charlie Puth, Cameron Thomaz, Andrew Cedar, Justin Franks, Dann Hume, Josh Hardy, and Phoebe Cockburn, DJ Frank E, Charlie Puth, and Andrew Cedar, Wiz Khalifa featuring Charlie Puth, Miley Cyrus, Carrie Underwood, I Am I, Elle King, Loreen, Tyler, The Creator",0.45706244519873346,0.5552979706174824,10,10,1.0,False,1.3828138277399697,4.8397064208984375,"Pomada | ""Trevor Morley (cricketer)"" | ""Naer Mataron"" | ""If Ever I See You Again"" | ""Michael Bondesio""","""Sony-BMG, and has released a collection of their  | ""Counties Championship appearances. He made his Li | ""of singer Vicotnik's previous band, Dødheimsgard.",2.521710357666011,0.0279343862083539,4.626251115242922,1.4058367947280366,0.7604481503727687,5.789071776254595,11.767012243054628,10.069277837192214,76.3554096681048,8.459839924758116
194,4918436276058341346,1,When did goosebumps by travis scott come out?,"December 13, 2016",0.4875973643539383,0.6117125524140921,10,9,0.9,False,1.57112194243893,4.096832275390625,"""Canutama Extractive Reserve"" | ""Goosebumps (Travis Scott song)"" | ""Goosebumps (Travis Scott song)"" | ""Brand New (band)"" | ""Jean Charest""","""July 2014. As of 2016 the reserve was supported b | ""Goosebumps (Travis Scott song) """"Goosebumps"""" (st | ""The music video was released on April 3, 2017 exc",2.6194566345214865,0.0267674294687724,4.139205027396622,1.4230035607223588,0.719305657161528,3.772019224960379,5.069803807727007,8.194484627861979,65.57161832072428,6.402725158633922
197,1616810287777418755,1,Who won the first super bowl in 1967?,"Green Bay Packers, Vince Lombardi, National Football League, National, NFL, National League",0.4624777293356593,0.529027756274648,10,10,1.0,False,1.5922065568442776,5.0273590087890625,"""Soviet submarine K-19"" | ""Donny Osmond discography"" | ""Maria Full of Grace"" | ""1966 NFL Championship Game"" | ""Backbeat (film)""","""was fictional. The submarine did not gain a nickn | ""1 album series including all of Donny Osmond's co | ""at the 54th Berlin Film Festival. Its total world",2.3240449523925832,0.0258022421347902,3.614935472115053,1.4579704708530452,0.6337661216108609,6.0633682139664975,12.124563995466897,10.397586347946616,82.57931420239333,8.451676198891303
206,-2658615726272299345,1,Who sings the theme song for the show half and half?,Melonie Daniels,0.49105605435936733,0.5118551422719615,10,10,1.0,False,1.7523604613794372,5.836677551269531,"""Lyman High School"" | ""HMCS Cape Breton (ARE 100)"" | ""Half & Half"" | ""Half Man Half Biscuit"" | ""Ken Scattergood""","""is also host to a high school Color Guard and Win | ""information from the ship's bell of HMCS """"Cape B | ""she was the one who had been living with their fa",1.990590209960938,0.0199585659319809,2.3970479481581366,1.0535998817337582,0.4895965633210813,3.2456799397277893,6.876478621497173,6.998898944894047,75.92999325032261,5.505766053870668
211,6277742555528957704,1,When was the immorality act repealed in south africa?,"12 April 1957, 1985, 1988, 16 December 2007",0.4701318528069718,0.5045695242663634,10,8,0.8,False,1.8651224761153495,4.935890197753906,"""Music of Tanzania"" | ""Immorality Act"" | ""Immorality Act"" | ""Immorality Act"" | ""François Duchatel""","""are mostly done by free download websites and mus | ""Matters) Amendment Act, 2007 repealed most of the | """"""procuring"""" women for interracial intercourse, ",1.4503941345214793,0.0142958473604341,1.0230051534289668,1.4718297841750476,0.3198445174501145,8.745703586629087,14.375855794073392,13.11148417087012,77.2141744185824,11.50204625843602
214,659764445176026131,1,When is ap men's basketball poll released?,every Monday,0.4708912010304105,0.5335885249352318,10,3,0.3,False,1.9922786540589408,7.084831237792969,"""AP Poll"" | ""AP Poll"" | ""Need-blind admission"" | ""Coaches Poll"" | ""AP Poll""","""Poll was used in the BCS rankings, it was replace | ""members in the AP Poll are made public. The footb | ""Roxbury Latin School, a day school outside of Bos",1.9264703369140648,0.0178649588495238,1.7377817847326165,1.328810940309605,0.4394165051181973,5.626633744753962,16.86076244386139,10.035677025175117,66.91488885335801,8.089766876119802
221,8528837736505993111,1,Who is the winner of 2018 royal rumble?,"Asuka, Shinsuke Nakamura",0.48787336698861455,0.5231662589321833,10,3,0.3,False,1.438224511593454,5.1693878173828125,"""Royal Rumble (2018)"" | ""Royal Rumble (2018)"" | ""Royal Rumble (2017)"" | ""Royal Rumble (2018)"" | ""Royal Rumble (2017)""","""score the second fall to retain the title. After  | ""Royal Rumble (2018) Royal Rumble (2018) was a pro | ""championship match at WrestleMania 33. Big Cass a",1.8212548828124933,0.0147251793274012,1.5047124651133543,1.2842413095286798,0.4088890728565436,5.9368064395912,16.86076244386139,10.38793072400532,72.77233882930707,8.442020574950005
222,6750695717303546788,1,When was the last time the cubs won the world series before 2016?,"1908 World Series, October 14, 1908, October 14 1908",0.4438873517778651,0.5614171166401686,10,6,0.6,False,1.05159558069657,3.3318252563476562,"""2016 World Series"" | ""1909 World Series"" | ""Chicago Cubs"" | ""2016 Chicago Cubs season"" | ""Liberation Society""","""the Boston Red Sox, in against the Athletics, in  | ""Pittsburgh would meet in a postseason game again  | ""Chicago Cubs The Chicago Cubs are an American pro",1.8198718261718736,0.0178461196755953,1.844282500190404,1.1642619881970684,0.4526812099026574,3.5574318694859315,5.441170114336271,7.959121849534672,69.41377666771322,6.572827488414781
227,-5260696057785510531,1,Who played aang in the last airbender movie?,"Noah Ringer, Noah Andrew Ringer",0.4804444298146495,0.5547236943691239,10,6,0.6,False,2.3946358739279163,7.6099090576171875,"""Nasr Al-Madhkur"" | ""The Last Airbender"" | Aang | ""The Last Airbender"" | ""Tarzan, Lord of the Jungle""","""Zubarah that took place in the year 1782 between  | ""September 2010 interview when asked if he knew wh | ""Aang Avatar Aang () is a fictional character and ",1.552053375244138,0.0171449171548926,1.5126782166688415,1.049759221896898,0.4348387943636183,4.638039156686064,6.036454434164712,9.07470021305379,72.2663669059,7.688405851933901
233,5198733741197381464,1,Where does the tv show this is us take place?,"Pittsburgh, Pennsylvania, Pittsburgh, City of Pittsburgh, L.A., Los Angeles, California, Los Angeles, Alpine, New Jersey, New York City, New York, New York, NYC",0.4850965502321343,0.6023311110356266,10,5,0.5,False,3.286685996180575,8.28192138671875,"""This Is Us (TV series)"" | ""This Is Us (TV series)"" | ""This Is Us (TV series)"" | ""Dominador I. Mangubat"" | ""This Is Us (TV series)""","""a triplet pregnancy, born six weeks premature on  | ""period or use multiple flashback time periods. Fl | ""the season a score of 76 out of 100 based on 34 r",3.0844377136230468,0.0336517396503507,6.323398003757062,1.5877811949427434,0.8382122512796082,6.25576644947852,16.167615263301446,10.734896637620963,66.69026855954533,8.788986488565651
240,-4262537272967881001,1,What channel will rick and morty season 3 be on?,"Cartoon Network, [adult swim], Adult Swim",0.47347663185864647,0.504436215364605,10,6,0.6,False,1.8960863430654302,5.855445861816406,"""Rick and Morty (season 3)"" | ""Carol Voges"" | ""Dusk Till Dawn (casino)"" | ""Rick and Morty (season 3)"" | ""Rick and Morty (season 3)""","""than expected to complete because of his perfecti | ""also illustrated Ans Arnoldus' """"Tillie en Tiffie | ""Jake Cody won the UK Poker Championships high rol",2.1937973022460966,0.0200397759178595,2.221463903010008,1.2108085635852583,0.5633400271099922,2.0376158302640817,4.598692335912434,4.735776169180586,61.3801603181302,3.7701134217201258
241,-3789796154829669719,1,How many arms of government are there in nigeria?,"three, 3",0.47016446468303164,0.5084943538229213,10,9,0.9,False,0.5253599337849814,1.7017745971679688,"""Elections in Nicaragua"" | ""Nigerian Civil Service"" | ""Federal government of Nigeria"" | ""Boilermaker (beer cocktail)"" | ""Memorial Address""","""Council in the newly renamed North Caribbean Coas | ""little effect. In August 2009 the Head of the Civ | ""a Permanent Secretary, who is a senior civil serv",1.409111480712894,0.0152157458387624,1.2802730509713,1.1434361796488346,0.4000426619392143,5.859851127324297,8.046432021222618,10.303743594406264,79.77195578713027,8.694305681972164
253,-1247139098236280393,1,Who was the murderer in the first broadchurch?,"Joe, Joe Miller, Matthew Gravelle, Matthew Ian Gravelle",0.48018177626921427,0.5614642666255565,10,4,0.4,False,1.0798001184808605,3.8641357421875,"""Broadchurch (series 1)"" | ""Broadchurch (series 1)"" | ""Broadchurch (series 1)"" | ""John Tewkesbury"" | ""Broadchurch (series 1)""","""week to help give ITV a win over BBC One, overnig | ""for episode six Chibnall assured her that she was | ""actors without interfering with their performance",2.148656768798832,0.0251645050633913,3.6510204372761006,1.3070774995175585,0.7222010441575809,5.845228377708295,15.4744680827415,10.268093847897498,73.97351660632768,8.476334378669442
260,9096058560244841323,1,What county is old forge new york in?,"Herkimer County, Herkimer",0.49368681271411524,0.6007269925412865,10,10,1.0,False,1.6069548832298621,5.987518310546875,"""Moturata / Taieri Island"" | ""Old Forge, Lackawanna County, Pennsylvania"" | ""Nutritional neuroscience"" | ""Old Forge Airport"" | ""Metcalf–Franklin Farm""","""Wells, was wrecked while attempting to pick up oi | ""thick crust. Old Forge style pizza is served at m | ""intake by avoiding protein and supplementing thei",3.113498229980473,0.0316010217413714,5.567964440523903,1.2896470381284468,0.8342634806015949,4.164252787774112,6.036454434164712,8.54220956440577,72.2663669059,6.932771651971671
263,8787064710466316665,1,How many houses are in the british parliament?,"3, 2, two",0.4780137477322056,0.5009306347168894,10,9,0.9,False,1.1593517223975816,3.1386184692382812,"""House of Commons"" | ""House of Habsburg"" | ""House of Commons of the United Kingdom"" | ""William Moriarty"" | Parliament","""House of Commons The House of Commons is the elec | ""At the bottom was the motto that read """"AC INDIVI | ""the only effect of this difference is in the amou",1.3750170898437497,0.0124127279397819,0.8269727236876497,1.1291365068215244,0.3215145260496891,5.062726247334022,7.445605437263883,9.507389027278863,78.7474884830647,7.715629558050808
